registration_year,state,vehicle_make_&_model,vehicle_count
1999,OR,FORD RANGER,1
2002,OR,GEM GEM,2
2003,MT,GEM GEM,1
2003,OR,GEM GEM,3
2004,MT,GEM GEM,5
2004,OR,CHEVROLET S-10 PICKUP,1
2004,OR,GEM GEM,5
2005,MT,GEM GEM,2
2005,VA,GEM GEM,1
2006,OR,CHEVROLET S-10 PICKUP,2
2006,OR,GEM GEM,6
2006,VA,GEM GEM,2
2007,MT,GEM GEM,1
2007,OR,GEM GEM,2
2007,VA,GEM GEM,1
2008,MN,GEM GEM,1
2008,MT,MILES ZX50S AD,1
2008,OR,CHEVROLET S-10 PICKUP,2
2008,OR,GEM GEM,6
2009,MN,CHEVROLET S-10 PICKUP,1
2009,MN,GEM GEM,1
2009,MT,GEM GEM,5
2009,OR,CHEVROLET S-10 PICKUP,2
2009,OR,GEM GEM,7
2009,OR,MILES ZX50S AD,2
2009,OR,TIANJIN QINGYUAN ELECTRIC VEHICLE CO MILES ZX40ST,1
2009,OR,TOYOTA RAV4,1
2009,VA,TIANJIN QINGYUAN ELECTRIC VEHICLE CO MILES ZX40ST,2
2010,CA,Ford Ranger,6
2010,CA,Mini Hardtop 2 Door EV,1
2010,CA,Tesla Roadster,6
2010,CO,GEM GEM,6
2010,CO,TESLA ROADSTER,10
2010,CO,TOYOTA RAV4,3
2010,MT,GEM GEM,5
2010,NM,FORD RANGER,1
2010,NM,GEM GEM,4
2010,OR,CHEVROLET S-10 PICKUP,1
2010,OR,GEM GEM,9
2010,OR,MILES ZX50S AD,2
2010,OR,TOYOTA RAV4,2
2010,WA,Tesla Roadster,56
2011,CA,Chevrolet Volt,15
2011,CA,Ford Ranger,3
2011,CA,Mini Hardtop 2 Door EV,1
2011,CA,Nissan Leaf,15
2011,CA,Smart forTwo EV,2
2011,CA,Tesla Roadster,12
2011,CO,CHEVROLET VOLT,15
2011,CO,GEM GEM,8
2011,CO,NISSAN LEAF,3
2011,CO,TESLA ROADSTER,19
2011,CO,TOYOTA RAV4,1
2011,ME,GEM GEM,1
2011,MN,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,1
2011,MN,GEM GEM,3
2011,MT,GEM GEM,1
2011,MT,TESLA ROADSTER,3
2011,NM,GEM GEM,3
2011,NM,MILES ZX50S AD,1
2011,NY,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,2
2011,NY,CHEVROLET S-10 PICKUP,3
2011,NY,CHEVROLET VOLT,48
2011,NY,FORD RANGER,13
2011,NY,GEM GEM,368
2011,NY,HONDA EV PLUS,2
2011,NY,MILES ZX50S AD,4
2011,NY,SMART FORTWO,1
2011,NY,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,2
2011,NY,TESLA ROADSTER,30
2011,NY,TIANJIN QINGYUAN ELECTRIC VEHICLE CO MILES ZX40ST,10
2011,NY,TOYOTA RAV4,11
2011,OR,CHEVROLET S-10 PICKUP,4
2011,OR,CHEVROLET VOLT,3
2011,OR,FORD RANGER,2
2011,OR,GEM GEM,8
2011,OR,MILES ZX50S AD,1
2011,OR,NISSAN LEAF,18
2011,OR,TIANJIN QINGYUAN ELECTRIC VEHICLE CO MILES ZX40ST,1
2011,VA,CHEVROLET VOLT,3
2011,VA,GEM GEM,1
2011,WA,Azure Transit Connect,1
2011,WA,Chevrolet Volt,134
2011,WA,Mitsubishi i,1
2011,WA,Nissan Leaf,914
2011,WA,Smart forTwo EV,1
2011,WA,Tesla Roadster,71
2012,CA,BMW Active E,10
2012,CA,Chevrolet Volt,14
2012,CA,Fisker Karma,6
2012,CA,Ford Focus EV,5
2012,CA,Ford Ranger,4
2012,CA,Ford Transit Connect Electric,5
2012,CA,Honda Fit EV,2
2012,CA,Mitsubishi i,4
2012,CA,Nissan Leaf,18
2012,CA,Tesla Model S,2
2012,CA,Tesla Roadster,6
2012,CA,Toyota Prius Plug-in,16
2012,CA,Toyota RAV4 EV,2
2012,CO,CHEVROLET VOLT,165
2012,CO,FISKER KARMA,2
2012,CO,FORD C-MAX,8
2012,CO,GEM GEM,13
2012,CO,NISSAN LEAF,61
2012,CO,TESLA MODEL S,1
2012,CO,TESLA ROADSTER,15
2012,CO,TOYOTA PRIUS PLUG-IN,9
2012,CO,TOYOTA RAV4,1
2012,ME,TOYOTA PRIUS PLUG-IN,1
2012,MN,CHEVROLET VOLT,4
2012,MN,FISKER KARMA,1
2012,MN,GEM GEM,3
2012,MN,POLARIS GEM,2
2012,MT,CHEVROLET VOLT,1
2012,MT,FISKER KARMA,1
2012,MT,FORD RANGER,1
2012,MT,GEM GEM,4
2012,MT,NISSAN LEAF,1
2012,NM,GEM GEM,3
2012,NM,POLARIS GEM,2
2012,NY,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,7
2012,NY,BMW ACTIVE E,7
2012,NY,CHEVROLET S-10 PICKUP,2
2012,NY,CHEVROLET VOLT,255
2012,NY,FISKER KARMA,16
2012,NY,FORD RANGER,11
2012,NY,GEM GEM,357
2012,NY,HONDA EV PLUS,2
2012,NY,MILES ZX50S AD,4
2012,NY,NISSAN LEAF,53
2012,NY,SMART FORTWO,3
2012,NY,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,6
2012,NY,TESLA ROADSTER,36
2012,NY,TH!NK CITY,2
2012,NY,TIANJIN QINGYUAN ELECTRIC VEHICLE CO MILES ZX40ST,8
2012,NY,TOYOTA PRIUS,1
2012,NY,TOYOTA RAV4,11
2012,OR,CHEVROLET S-10 PICKUP,1
2012,OR,CHEVROLET VOLT,7
2012,OR,FORD FOCUS,1
2012,OR,GEM GEM,8
2012,OR,MITSUBISHI I-MIEV,2
2012,OR,NISSAN LEAF,10
2012,OR,SMART FORTWO,1
2012,OR,TESLA MODEL S,1
2012,OR,TH!NK CITY,5
2012,OR,TOYOTA PRIUS PLUG-IN,3
2012,OR,WHEEGO ELECTRIC CARS WHEEGO,1
2012,VA,CHEVROLET VOLT,1
2012,WA,Azure Transit Connect,3
2012,WA,Chevrolet Volt,777
2012,WA,Fisker Karma,15
2012,WA,Ford C-Max Energi,46
2012,WA,Ford Focus EV,15
2012,WA,Mitsubishi i,46
2012,WA,Nissan Leaf,1632
2012,WA,Smart forTwo EV,2
2012,WA,Tesla Model S,37
2012,WA,Tesla Roadster,79
2012,WA,Toyota Prius Plug-in,274
2013,CA,BMW Active E,1
2013,CA,Chevrolet Volt,18
2013,CA,Fisker Karma,6
2013,CA,Ford C-Max Energi,7
2013,CA,Ford Focus EV,7
2013,CA,Ford Fusion Energi,7
2013,CA,Ford Ranger,2
2013,CA,Ford Transit Connect Electric,3
2013,CA,Honda Accord Plug In,3
2013,CA,Honda Fit EV,5
2013,CA,Mini Hardtop 2 Door EV,2
2013,CA,Mitsubishi i,3
2013,CA,Nissan Leaf,11
2013,CA,Scion iQ,1
2013,CA,Smart forTwo EV,3
2013,CA,Tesla Model S,14
2013,CA,Tesla Roadster,5
2013,CA,Toyota Prius Plug-in,13
2013,CA,Toyota RAV4 EV,5
2013,CO,CHEVROLET VOLT,305
2013,CO,FISKER KARMA,3
2013,CO,FORD C-MAX,37
2013,CO,FORD FOCUS,9
2013,CO,FORD FUSION,13
2013,CO,GEM GEM,7
2013,CO,NISSAN LEAF,140
2013,CO,TESLA MODEL S,110
2013,CO,TESLA ROADSTER,13
2013,CO,TOYOTA PRIUS PLUG-IN,26
2013,CO,TOYOTA RAV4,4
2013,MN,CHEVROLET VOLT,9
2013,MN,FORD FOCUS,2
2013,MN,GEM GEM,4
2013,MN,MILES ZX50S AD,1
2013,MN,NISSAN LEAF,8
2013,MN,POLARIS GEM,1
2013,MN,WHEEGO ELECTRIC CARS WHEEGO,1
2013,MT,CHEVROLET VOLT,6
2013,MT,FISKER KARMA,1
2013,MT,FORD C-MAX,1
2013,MT,GEM GEM,3
2013,MT,NISSAN LEAF,3
2013,MT,TESLA MODEL S,5
2013,MT,TIANJIN QINGYUAN ELECTRIC VEHICLE CO MILES ZX40ST,1
2013,NM,CHEVROLET VOLT,1
2013,NM,WHEEGO ELECTRIC CARS WHEEGO,1
2013,NY,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,8
2013,NY,BMW ACTIVE E,37
2013,NY,CHEVROLET S-10 PICKUP,2
2013,NY,CHEVROLET VOLT,496
2013,NY,CODA CODA,1
2013,NY,FISKER KARMA,29
2013,NY,FORD C-MAX,32
2013,NY,FORD FOCUS,24
2013,NY,FORD RANGER,13
2013,NY,GEM GEM,337
2013,NY,HONDA ACCORD,1
2013,NY,HONDA EV PLUS,2
2013,NY,MILES ZX50S AD,4
2013,NY,MITSUBISHI I-MIEV,35
2013,NY,NISSAN LEAF,203
2013,NY,POLARIS GEM,15
2013,NY,PROTERRA TRANSIT BUS,1
2013,NY,SMART FORTWO,2
2013,NY,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,7
2013,NY,TESLA MODEL S,58
2013,NY,TESLA ROADSTER,33
2013,NY,TH!NK CITY,5
2013,NY,TIANJIN QINGYUAN ELECTRIC VEHICLE CO MILES ZX40ST,8
2013,NY,TOYOTA PRIUS PLUG-IN,583
2013,NY,TOYOTA RAV4,11
2013,OR,CHEVROLET VOLT,11
2013,OR,FORD C-MAX,2
2013,OR,FORD FOCUS,7
2013,OR,FORD FUSION,2
2013,OR,GEM GEM,5
2013,OR,HONDA FIT,3
2013,OR,MITSUBISHI I-MIEV,1
2013,OR,NISSAN LEAF,25
2013,OR,POLARIS GEM,3
2013,OR,SMART FORTWO ELECTRIC DRIVE,6
2013,OR,TESLA MODEL S,6
2013,OR,TH!NK CITY,1
2013,OR,TOYOTA PRIUS PLUG-IN,2
2013,OR,TOYOTA RAV4,2
2013,VA,POLARIS GEM,1
2013,WA,Azure Transit Connect,4
2013,WA,Chevrolet Volt,1395
2013,WA,Fiat 500e,1
2013,WA,Fisker Karma,20
2013,WA,Ford C-Max Energi,332
2013,WA,Ford Focus EV,167
2013,WA,Ford Fusion Energi,185
2013,WA,Honda Accord Plug In,1
2013,WA,Mitsubishi i,52
2013,WA,Nissan Leaf,2240
2013,WA,Smart forTwo EV,17
2013,WA,Tesla Model S,1021
2013,WA,Tesla Roadster,83
2013,WA,Toyota Prius Plug-in,414
2013,WA,Toyota RAV4 EV,15
2014,CA,BMW Active E,2
2014,CA,BMW i3,4
2014,CA,BMW i3 REx,5
2014,CA,BMW i8,1
2014,CA,Cadillac ELR,3
2014,CA,Chevrolet Spark,13
2014,CA,Chevrolet Volt,15
2014,CA,Fiat 500e,9
2014,CA,Fisker Karma,3
2014,CA,Ford C-Max Energi,15
2014,CA,Ford Focus EV,9
2014,CA,Ford Fusion Energi,13
2014,CA,Ford Ranger,3
2014,CA,Ford Transit Connect Electric,1
2014,CA,Honda Accord Plug In,9
2014,CA,Honda Fit EV,6
2014,CA,Mclaren P1,1
2014,CA,Mercedes B-Class Electric,4
2014,CA,Mitsubishi i,2
2014,CA,Nissan Leaf,18
2014,CA,Porsche 918 Spyder,1
2014,CA,Porsche Panamera S E-Hybrid,2
2014,CA,Smart forTwo EV,7
2014,CA,Tesla Model S,15
2014,CA,Tesla Roadster,4
2014,CA,Toyota Prius Plug-in,16
2014,CA,Toyota RAV4 EV,6
2014,CO,BMW I3,19
2014,CO,CADILLAC ELR,1
2014,CO,CHEVROLET VOLT,425
2014,CO,FISKER KARMA,2
2014,CO,FORD C-MAX,86
2014,CO,FORD FOCUS,14
2014,CO,FORD FUSION,59
2014,CO,GEM GEM,5
2014,CO,NISSAN LEAF,291
2014,CO,SMART FORTWO ELECTRIC DRIVE,10
2014,CO,TESLA MODEL S,170
2014,CO,TESLA ROADSTER,8
2014,CO,TOYOTA PRIUS PLUG-IN,35
2014,CO,TOYOTA RAV4,3
2014,ME,FORD FUSION,1
2014,ME,GEM GEM,1
2014,ME,NISSAN LEAF,24
2014,ME,POLARIS GEM,5
2014,ME,SMART FORTWO ELECTRIC DRIVE,4
2014,ME,VOLKSWAGEN E-GOLF,1
2014,MN,CHEVROLET VOLT,9
2014,MN,FORD C-MAX,4
2014,MN,GEM GEM,10
2014,MN,NISSAN LEAF,16
2014,MN,POLARIS GEM,1
2014,MN,TESLA MODEL S,2
2014,MT,BMW I8,2
2014,MT,CADILLAC ELR,1
2014,MT,CHEVROLET VOLT,8
2014,MT,FISKER KARMA,1
2014,MT,FORD FUSION,1
2014,MT,GEM GEM,3
2014,MT,MCLAREN P1,1
2014,MT,NISSAN LEAF,2
2014,MT,SMART FORTWO ELECTRIC DRIVE,2
2014,MT,TESLA MODEL S,9
2014,MT,TESLA ROADSTER,1
2014,NM,CHEVROLET VOLT,8
2014,NM,FORD C-MAX,6
2014,NM,FORD FOCUS,1
2014,NM,FORD FUSION,1
2014,NM,GEM GEM,2
2014,NM,POLARIS GEM,1
2014,NM,TESLA MODEL S,2
2014,NM,TESLA ROADSTER,1
2014,NM,TOYOTA PRIUS PLUG-IN,1
2014,NY,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,11
2014,NY,BMW ACTIVE E,29
2014,NY,BYD E6,1
2014,NY,CADILLAC ELR,2
2014,NY,CHEVROLET S-10 PICKUP,2
2014,NY,CHEVROLET VOLT,616
2014,NY,CODA CODA,1
2014,NY,ELECTRIC VEHICLES INTERNATIONAL FREIGHTLINER M2,1
2014,NY,FISKER KARMA,25
2014,NY,FORD C-MAX,248
2014,NY,FORD FOCUS,76
2014,NY,FORD FUSION,202
2014,NY,FORD RANGER,13
2014,NY,GEM GEM,328
2014,NY,HONDA ACCORD,57
2014,NY,HONDA EV PLUS,2
2014,NY,HONDA FIT,65
2014,NY,MILES ZX50S AD,7
2014,NY,MITSUBISHI I-MIEV,46
2014,NY,NISSAN LEAF,317
2014,NY,POLARIS GEM,31
2014,NY,PORSCHE PANAMERA,2
2014,NY,PROTERRA TRANSIT BUS,1
2014,NY,SMART FORTWO,1
2014,NY,SMART FORTWO ELECTRIC DRIVE,85
2014,NY,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,9
2014,NY,TESLA MODEL S,257
2014,NY,TESLA ROADSTER,31
2014,NY,TH!NK CITY,3
2014,NY,TIANJIN QINGYUAN ELECTRIC VEHICLE CO MILES ZX40ST,11
2014,NY,TOYOTA PRIUS PLUG-IN,841
2014,NY,TOYOTA RAV4,12
2014,NY,WHEEGO ELECTRIC CARS WHEEGO,1
2014,OR,BMW I3,2
2014,OR,CADILLAC ELR,2
2014,OR,CHEVROLET SPARK,5
2014,OR,CHEVROLET VOLT,9
2014,OR,FIAT 500,6
2014,OR,FORD C-MAX,2
2014,OR,FORD FOCUS,25
2014,OR,FORD FUSION,6
2014,OR,GEM GEM,11
2014,OR,HONDA FIT,9
2014,OR,MERCEDES-BENZ B-CLASS,5
2014,OR,NISSAN LEAF,45
2014,OR,POLARIS GEM,2
2014,OR,SMART FORTWO ELECTRIC DRIVE,24
2014,OR,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,1
2014,OR,TESLA MODEL S,9
2014,OR,TESLA ROADSTER,1
2014,OR,TH!NK CITY,1
2014,OR,TOYOTA PRIUS PLUG-IN,2
2014,OR,VOLKSWAGEN E-GOLF,2
2014,VA,CHEVROLET VOLT,1
2014,VA,FORD C-MAX,1
2014,VA,FORD FOCUS,1
2014,VA,NISSAN LEAF,2
2014,VA,TESLA MODEL S,2
2014,VA,TOYOTA PRIUS PLUG-IN,2
2014,WA,Azure Transit Connect,5
2014,WA,BMW i3,92
2014,WA,BMW i3 REx,85
2014,WA,BMW i8,5
2014,WA,Cadillac ELR,23
2014,WA,Chevrolet Spark,5
2014,WA,Chevrolet Volt,1948
2014,WA,Fiat 500e,6
2014,WA,Fisker Karma,18
2014,WA,Ford C-Max Energi,655
2014,WA,Ford Focus EV,270
2014,WA,Ford Fusion Energi,574
2014,WA,Honda Accord Plug In,2
2014,WA,Mercedes B-Class Electric,2
2014,WA,Mitsubishi i,68
2014,WA,Nissan Leaf,2528
2014,WA,Porsche Cayenne S E-Hybrid,2
2014,WA,Porsche Panamera S E-Hybrid,10
2014,WA,Smart forTwo EV,73
2014,WA,Tesla Model S,1522
2014,WA,Tesla Roadster,75
2014,WA,Toyota Prius Plug-in,475
2014,WA,Toyota RAV4 EV,20
2014,WA,Volkswagen e-Golf,1
2015,CA,BMW i3,5
2015,CA,BMW i3 REx,11
2015,CA,BMW i8,7
2015,CA,Cadillac ELR,7
2015,CA,Chevrolet Spark,5
2015,CA,Chevrolet Volt,24
2015,CA,Fiat 500e,7
2015,CA,Fisker Karma,5
2015,CA,Ford C-Max Energi,15
2015,CA,Ford Focus EV,6
2015,CA,Ford Fusion Energi,14
2015,CA,Ford Ranger,1
2015,CA,Ford Transit Connect Electric,1
2015,CA,Honda Accord Plug In,8
2015,CA,Honda Fit EV,2
2015,CA,Kia Soul EV,4
2015,CA,Mclaren P1,1
2015,CA,Mercedes B-Class Electric,3
2015,CA,Mercedes S550e,1
2015,CA,Mitsubishi i,2
2015,CA,Nissan Leaf,16
2015,CA,Porsche 918 Spyder,3
2015,CA,Porsche Cayenne S E-Hybrid,3
2015,CA,Porsche Panamera S E-Hybrid,5
2015,CA,Smart forTwo EV,9
2015,CA,Tesla Model S,18
2015,CA,Tesla Roadster,6
2015,CA,Toyota Prius Plug-in,20
2015,CA,Toyota RAV4 EV,4
2015,CA,Volkswagen e-Golf,6
2015,CO,BMW I3,73
2015,CO,BMW I8,8
2015,CO,CADILLAC ELR,6
2015,CO,CHEVROLET VOLT,498
2015,CO,FISKER KARMA,1
2015,CO,FORD C-MAX,104
2015,CO,FORD FOCUS,19
2015,CO,FORD FUSION,84
2015,CO,GEM GEM,7
2015,CO,NISSAN LEAF,384
2015,CO,POLARIS GEM,1
2015,CO,PORSCHE 918,1
2015,CO,SMART FORTWO ELECTRIC DRIVE,12
2015,CO,TESLA MODEL S,276
2015,CO,TESLA ROADSTER,8
2015,CO,TOYOTA PRIUS PLUG-IN,45
2015,CO,TOYOTA RAV4,5
2015,ME,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,1
2015,ME,BMW I3,5
2015,ME,BMW I8,1
2015,ME,CHEVROLET S-10 PICKUP,1
2015,ME,CHEVROLET VOLT,72
2015,ME,FORD C-MAX,47
2015,ME,FORD FOCUS,1
2015,ME,MITSUBISHI I-MIEV,2
2015,ME,NISSAN LEAF,46
2015,ME,POLARIS GEM,3
2015,ME,PORSCHE PANAMERA,1
2015,ME,SMART FORTWO ELECTRIC DRIVE,14
2015,ME,TESLA MODEL S,16
2015,ME,TESLA ROADSTER,1
2015,ME,TOYOTA PRIUS PLUG-IN,113
2015,ME,VOLKSWAGEN E-GOLF,8
2015,ME,VOLVO XC90,1
2015,MN,CHEVROLET VOLT,13
2015,MN,FISKER KARMA,1
2015,MN,FORD C-MAX,6
2015,MN,FORD FOCUS,1
2015,MN,FORD FUSION,3
2015,MN,GEM GEM,15
2015,MN,MILES ZX50S AD,1
2015,MN,NISSAN LEAF,20
2015,MN,POLARIS GEM,1
2015,MN,TESLA MODEL S,6
2015,MN,WHEEGO ELECTRIC CARS WHEEGO,1
2015,MT,BMW I8,1
2015,MT,CHEVROLET VOLT,6
2015,MT,FORD C-MAX,1
2015,MT,FORD FUSION,1
2015,MT,GEM GEM,1
2015,MT,MCLAREN P1,4
2015,MT,POLARIS GEM,1
2015,MT,PORSCHE 918,8
2015,MT,SMART FORTWO ELECTRIC DRIVE,1
2015,MT,TESLA MODEL S,10
2015,MT,TOYOTA PRIUS PLUG-IN,1
2015,NM,BMW I3,1
2015,NM,BMW I8,3
2015,NM,CADILLAC ELR,1
2015,NM,CHEVROLET VOLT,35
2015,NM,FORD C-MAX,10
2015,NM,FORD FOCUS,1
2015,NM,FORD FUSION,6
2015,NM,GEM GEM,4
2015,NM,MITSUBISHI I-MIEV,3
2015,NM,NISSAN LEAF,24
2015,NM,PORSCHE 918,2
2015,NM,TESLA MODEL S,21
2015,NM,TH!NK CITY,1
2015,NM,TOYOTA PRIUS PLUG-IN,2
2015,NM,TOYOTA RAV4,1
2015,NY,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,11
2015,NY,BMW ACTIVE E,1
2015,NY,BMW I3,191
2015,NY,BMW I8,64
2015,NY,BMW X5,11
2015,NY,BYD E6,1
2015,NY,CADILLAC ELR,73
2015,NY,CHEVROLET S-10 PICKUP,1
2015,NY,CHEVROLET SPARK,2
2015,NY,CHEVROLET VOLT,1007
2015,NY,CODA CODA,5
2015,NY,ELECTRIC VEHICLES INTERNATIONAL FREIGHTLINER M2,1
2015,NY,FISKER KARMA,30
2015,NY,FORD C-MAX,566
2015,NY,FORD FOCUS,85
2015,NY,FORD FUSION,576
2015,NY,FORD RANGER,12
2015,NY,GEM GEM,440
2015,NY,HONDA ACCORD,124
2015,NY,HONDA EV PLUS,2
2015,NY,HONDA FIT,99
2015,NY,HYUNDAI SONATA,5
2015,NY,INDIAN MOTORCYCLE MODEL S,1
2015,NY,KIA SOUL,1
2015,NY,MCLAREN P1,5
2015,NY,MERCEDES-BENZ B-CLASS,37
2015,NY,MILES ZX50S AD,4
2015,NY,MITSUBISHI I-MIEV,35
2015,NY,NISSAN LEAF,440
2015,NY,POLARIS GEM,50
2015,NY,PORSCHE 918,14
2015,NY,PORSCHE CAYENNE,19
2015,NY,PORSCHE PANAMERA,23
2015,NY,PROTERRA TRANSIT BUS,1
2015,NY,SMART FORTWO,6
2015,NY,SMART FORTWO ELECTRIC DRIVE,176
2015,NY,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,8
2015,NY,TESLA MODEL S,738
2015,NY,TESLA MODEL X,2
2015,NY,TESLA ROADSTER,44
2015,NY,TH!NK CITY,3
2015,NY,TIANJIN QINGYUAN ELECTRIC VEHICLE CO MILES ZX40ST,6
2015,NY,TOYOTA PRIUS PLUG-IN,1296
2015,NY,TOYOTA RAV4,15
2015,NY,VOLKSWAGEN E-GOLF,39
2015,NY,WHEEGO ELECTRIC CARS WHEEGO,3
2015,OR,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,1
2015,OR,BMW I3,24
2015,OR,BMW I8,1
2015,OR,CADILLAC ELR,1
2015,OR,CHEVROLET SPARK,83
2015,OR,CHEVROLET VOLT,13
2015,OR,FIAT 500,29
2015,OR,FORD C-MAX,9
2015,OR,FORD FOCUS,18
2015,OR,FORD FUSION,2
2015,OR,GEM GEM,5
2015,OR,KIA SOUL,6
2015,OR,MERCEDES-BENZ B-CLASS,26
2015,OR,NISSAN LEAF,51
2015,OR,POLARIS GEM,4
2015,OR,PORSCHE 918,1
2015,OR,PORSCHE CAYENNE,1
2015,OR,SMART FORTWO,1
2015,OR,SMART FORTWO ELECTRIC DRIVE,5
2015,OR,TESLA MODEL S,16
2015,OR,TESLA ROADSTER,2
2015,OR,TOYOTA PRIUS PLUG-IN,1
2015,OR,VOLKSWAGEN E-GOLF,21
2015,VA,BMW I3,8
2015,VA,BMW I8,1
2015,VA,BMW X5,1
2015,VA,CADILLAC ELR,1
2015,VA,CHEVROLET VOLT,39
2015,VA,FORD C-MAX,12
2015,VA,FORD FOCUS,4
2015,VA,FORD FUSION,5
2015,VA,GEM GEM,1
2015,VA,HYUNDAI SONATA,1
2015,VA,MERCEDES-BENZ B-CLASS,1
2015,VA,NISSAN LEAF,23
2015,VA,POLARIS GEM,3
2015,VA,PORSCHE CAYENNE,1
2015,VA,SMART FORTWO ELECTRIC DRIVE,2
2015,VA,TESLA MODEL S,42
2015,VA,TESLA ROADSTER,4
2015,VA,TOYOTA PRIUS PLUG-IN,17
2015,WA,Azure Transit Connect,3
2015,WA,BMW i3,259
2015,WA,BMW i3 REx,410
2015,WA,BMW i8,38
2015,WA,Cadillac ELR,54
2015,WA,Chevrolet Spark,14
2015,WA,Chevrolet Volt,2184
2015,WA,Fiat 500e,37
2015,WA,Fisker Karma,17
2015,WA,Ford C-Max Energi,864
2015,WA,Ford Focus EV,305
2015,WA,Ford Fusion Energi,789
2015,WA,Honda Accord Plug In,4
2015,WA,Hyundai Sonata Plug In,2
2015,WA,Kia Soul EV,83
2015,WA,Mercedes B-Class Electric,45
2015,WA,Mitsubishi i,91
2015,WA,Nissan Leaf,2728
2015,WA,Porsche 918 Spyder,2
2015,WA,Porsche Cayenne S E-Hybrid,17
2015,WA,Porsche Panamera S E-Hybrid,15
2015,WA,Smart forTwo EV,101
2015,WA,Tesla Model S,2476
2015,WA,Tesla Roadster,76
2015,WA,Toyota Prius Plug-in,589
2015,WA,Toyota RAV4 EV,18
2015,WA,Volkswagen e-Golf,12
2016,CA,Audi e-tron Sportback,9
2016,CA,BMW 3-Series Plug in,3
2016,CA,BMW X5,9
2016,CA,BMW i3,11
2016,CA,BMW i3 REx,15
2016,CA,BMW i8,6
2016,CA,Cadillac ELR,7
2016,CA,Chevrolet Spark,20
2016,CA,Chevrolet Volt,30
2016,CA,Fiat 500e,26
2016,CA,Fisker Karma,6
2016,CA,Ford C-Max Energi,19
2016,CA,Ford Focus EV,16
2016,CA,Ford Fusion Energi,23
2016,CA,Ford Ranger,5
2016,CA,Ford Transit Connect Electric,4
2016,CA,Honda Accord Plug In,9
2016,CA,Honda Fit EV,6
2016,CA,Hyundai Sonata Plug In,8
2016,CA,Kia Soul EV,14
2016,CA,Mclaren P1,2
2016,CA,Mercedes B-Class Electric,11
2016,CA,Mercedes GLE 550e Plug In Hybrid,5
2016,CA,Mercedes S550e,4
2016,CA,Mitsubishi i,11
2016,CA,Nissan Leaf,33
2016,CA,Porsche 918 Spyder,2
2016,CA,Porsche Cayenne S E-Hybrid,11
2016,CA,Porsche Panamera S E-Hybrid,7
2016,CA,Smart forTwo EV,15
2016,CA,Tesla Model S,25
2016,CA,Tesla Model X,15
2016,CA,Tesla Roadster,10
2016,CA,Toyota Prius Plug-in,29
2016,CA,Toyota RAV4 EV,8
2016,CA,Volkswagen e-Golf,13
2016,CA,Volvo XC90 Plug In,8
2016,CO,AUDI A3,18
2016,CO,BMW I3,127
2016,CO,BMW I8,12
2016,CO,CADILLAC ELR,8
2016,CO,CHEVROLET SPARK,3
2016,CO,CHEVROLET VOLT,591
2016,CO,FIAT 500,12
2016,CO,FISKER KARMA,6
2016,CO,FORD C-MAX,132
2016,CO,FORD FOCUS,31
2016,CO,FORD FUSION,135
2016,CO,GEM GEM,9
2016,CO,HYUNDAI SONATA,1
2016,CO,KIA SOUL,2
2016,CO,MERCEDES-BENZ B-CLASS,1
2016,CO,NISSAN LEAF,457
2016,CO,POLARIS GEM,3
2016,CO,PORSCHE 918,2
2016,CO,SMART FORTWO ELECTRIC DRIVE,11
2016,CO,TESLA MODEL S,414
2016,CO,TESLA MODEL X,93
2016,CO,TESLA ROADSTER,7
2016,CO,TOYOTA PRIUS PLUG-IN,59
2016,CO,TOYOTA RAV4,10
2016,CO,VOLVO XC90,20
2016,ME,AUDI A3,6
2016,ME,BMW I3,20
2016,ME,BMW I8,3
2016,ME,BMW X5,4
2016,ME,CADILLAC ELR,2
2016,ME,CHEVROLET VOLT,198
2016,ME,FORD C-MAX,147
2016,ME,FORD FOCUS,5
2016,ME,FORD FUSION,98
2016,ME,GEM GEM,18
2016,ME,HYUNDAI SONATA,1
2016,ME,KIA SOUL,1
2016,ME,MITSUBISHI I-MIEV,5
2016,ME,NISSAN LEAF,92
2016,ME,POLARIS GEM,11
2016,ME,PORSCHE CAYENNE,1
2016,ME,PORSCHE PANAMERA,2
2016,ME,SMART FORTWO ELECTRIC DRIVE,14
2016,ME,TESLA MODEL S,43
2016,ME,TESLA MODEL X,8
2016,ME,TIANJIN QINGYUAN ELECTRIC VEHICLE CO MILES ZX40ST,1
2016,ME,TOYOTA PRIUS PLUG-IN,254
2016,ME,TOYOTA PRIUS PRIME,11
