registration_year,state,vehicle_make_&_model,vehicle_count
2018,WA,Mitsubishi i,97
2018,WA,Nissan Leaf,3948
2018,WA,Porsche 918 Spyder,1
2018,WA,Porsche Cayenne S E-Hybrid,138
2018,WA,Porsche Panamera S E-Hybrid,75
2018,WA,Smart forTwo EV,307
2018,WA,Smart forTwo EV Cabrio,6
2018,WA,Tesla Model 3,7693
2018,WA,Tesla Model S,5550
2018,WA,Tesla Model X,2526
2018,WA,Tesla Roadster,66
2018,WA,Toyota Prius Plug-in,1007
2018,WA,Toyota Prius Prime,2320
2018,WA,Toyota RAV4 EV,78
2018,WA,Volkswagen e-Golf,334
2018,WA,Volvo XC60 Plug In,187
2018,WA,Volvo XC90 Plug In,333
2018,WI,Audi A3 Plug In,20
2018,WI,Azure Transit Connect,5
2018,WI,BMW 3-Series Plug in,12
2018,WI,BMW 5-Series Plug in,15
2018,WI,BMW 7-Series Plug in,7
2018,WI,BMW Active E,2
2018,WI,BMW X5,53
2018,WI,BMW i3,29
2018,WI,BMW i3 REx,78
2018,WI,BMW i8,38
2018,WI,Cadillac ELR,46
2018,WI,Chevrolet Bolt EV,74
2018,WI,Chevrolet Spark,8
2018,WI,Chevrolet Volt,761
2018,WI,Chrysler Pacifica,123
2018,WI,E-Ride EXV,12
2018,WI,Fiat 500e,15
2018,WI,Fisker Karma,12
2018,WI,Ford C-Max Energi,284
2018,WI,Ford Focus EV,57
2018,WI,Ford Fusion Energi,262
2018,WI,Ford Ranger,4
2018,WI,Ford Think Neighbor,8
2018,WI,GEM NEV,86
2018,WI,Honda Accord Plug In,2
2018,WI,Honda Clarity Plug In,43
2018,WI,Hyundai Ioniq Plug In,2
2018,WI,Hyundai Sonata Plug In,5
2018,WI,Jaguar I-Pace,1
2018,WI,Kia Niro Plug In,10
2018,WI,Kia Optima Plug In,5
2018,WI,Kia Soul EV,4
2018,WI,Mercedes B-Class Electric,7
2018,WI,Mercedes GLE55e,4
2018,WI,Mini Countryman Plug In,6
2018,WI,Mitsubishi Outlander Plug In,20
2018,WI,Mitsubishi i,30
2018,WI,Nissan Leaf,268
2018,WI,Porsche 918 Spyder,2
2018,WI,Porsche Cayenne S E-Hybrid,34
2018,WI,Porsche Panamera S E-Hybrid,23
2018,WI,Smart forTwo EV,42
2018,WI,Tesla Model 3,92
2018,WI,Tesla Model S,255
2018,WI,Tesla Model X,102
2018,WI,Tesla Roadster,10
2018,WI,Toyota Prius Plug-in,98
2018,WI,Toyota Prius Prime,96
2018,WI,Toyota RAV4 EV,6
2018,WI,Volkswagen e-Golf,1
2018,WI,Volvo S90 Plug In,1
2018,WI,Volvo XC60 Plug In,6
2018,WI,Volvo XC90 Plug In,30
2019,CO,AUDI A3,115
2019,CO,BMW 330E,38
2019,CO,BMW 530E,171
2019,CO,BMW 740E,14
2019,CO,BMW I3,401
2019,CO,BMW I8,30
2019,CO,CADILLAC ELR,21
2019,CO,CHEVROLET BOLT EV,659
2019,CO,CHEVROLET SPARK,94
2019,CO,CHEVROLET VOLT,1409
2019,CO,CODA CODA,1
2019,CO,FIAT 500,200
2019,CO,FISKER KARMA,8
2019,CO,FORD C-MAX,383
2019,CO,FORD FOCUS,61
2019,CO,FORD FUSION,519
2019,CO,GEM GEM,14
2019,CO,HONDA ACCORD,4
2019,CO,HONDA CLARITY,220
2019,CO,HYUNDAI IONIQ,22
2019,CO,HYUNDAI KONA,32
2019,CO,HYUNDAI SONATA,12
2019,CO,JAGUAR I-PACE,43
2019,CO,KIA NIRO,153
2019,CO,KIA OPTIMA,41
2019,CO,KIA SOUL,26
2019,CO,MERCEDES-BENZ B-CLASS,9
2019,CO,MERCEDES-BENZ GLC-CLASS,57
2019,CO,MINI COUNTRYMAN,216
2019,CO,MITSUBISHI OUTLANDER,189
2019,CO,NISSAN LEAF,1455
2019,CO,POLARIS GEM,17
2019,CO,PORSCHE 918,3
2019,CO,PORSCHE PANAMERA,26
2019,CO,SMART EQ FORTWO,18
2019,CO,SMART FORTWO ELECTRIC DRIVE,36
2019,CO,SUBARU CROSSTREK,14
2019,CO,TESLA MODEL 3,1398
2019,CO,TESLA MODEL S,1357
2019,CO,TESLA MODEL X,777
2019,CO,TESLA ROADSTER,19
2019,CO,TOYOTA PRIUS PLUG-IN,183
2019,CO,TOYOTA PRIUS PRIME,518
2019,CO,TOYOTA RAV4,29
2019,CO,VOLKSWAGEN E-GOLF,50
2019,CO,VOLVO S60,4
2019,CO,VOLVO S90,12
2019,CO,VOLVO XC60,112
2019,CO,VOLVO XC90,50
2019,CT,AUDI A3,1
2019,CT,AUDI E-TRON,2
2019,CT,BMW I3,2
2019,CT,BMW I8,1
2019,CT,BMW X5,2
2019,CT,CHEVROLET BOLT EV,8
2019,CT,CHEVROLET VOLT,5
2019,CT,CHRYSLER PACIFICA,1
2019,CT,FORD C-MAX,3
2019,CT,FORD FUSION,3
2019,CT,HONDA CLARITY,1
2019,CT,HYUNDAI IONIQ,4
2019,CT,HYUNDAI KONA,2
2019,CT,HYUNDAI SONATA,2
2019,CT,NISSAN LEAF,2
2019,CT,PORSCHE CAYENNE,3
2019,CT,PORSCHE PANAMERA,1
2019,CT,TESLA MODEL 3,17
2019,CT,TESLA MODEL S,12
2019,CT,TESLA MODEL X,5
2019,CT,TOYOTA PRIUS PRIME,17
2019,CT,VOLKSWAGEN E-GOLF,1
2019,CT,VOLVO XC90,1
2019,FL,Audi A3 Plug In,26
2019,FL,Audi e-tron,28
2019,FL,Azure Transit Connect,2
2019,FL,BMW 3-Series Plug in,32
2019,FL,BMW 5-Series Plug in,21
2019,FL,BMW 7-Series Plug in,25
2019,FL,BMW X5,37
2019,FL,BMW i3,42
2019,FL,BMW i8,37
2019,FL,Cadillac CT6,15
2019,FL,Cadillac ELR,33
2019,FL,Chevrolet Bolt EV,48
2019,FL,Chevrolet Volt,59
2019,FL,Chrysler Pacifica,41
2019,FL,Fiat 500e,32
2019,FL,Fisker Karma,24
2019,FL,Ford C-Max Energi,21
2019,FL,Ford Focus EV,24
2019,FL,Ford Fusion Energi,54
2019,FL,Honda Accord PHEV,9
2019,FL,Honda Clarity Plug In,42
2019,FL,Hyundai Ioniq EV,2
2019,FL,Hyundai Ioniq Plug In,14
2019,FL,Hyundai Kona Electric,16
2019,FL,Hyundai Sonata Plug In,4
2019,FL,International Estar,2
2019,FL,Jaguar I-Pace,34
2019,FL,Karma Revero,14
2019,FL,Kia Niro EV,30
2019,FL,Kia Niro Plug In,4
2019,FL,Kia Optima Plug In,14
2019,FL,Kia Soul EV,12
2019,FL,Mclaren P1,4
2019,FL,Mercedes B-Class Electric,17
2019,FL,Mercedes C50e Plug In,12
2019,FL,Mercedes GLC 350e Hybrid,22
2019,FL,Mercedes GLE 550e Hybrid,14
2019,FL,Mercedes S550 Plug In,8
2019,FL,Mini Countryman Plug In,26
2019,FL,Mitsubishi Outlander Plug In,37
2019,FL,Mitsubishi i,24
2019,FL,Nissan Leaf,50
2019,FL,Porsche 918 Spyder,1
2019,FL,Porsche Cayenne S E-Hybrid,46
2019,FL,Porsche Panamera S E-Hybrid,33
2019,FL,Smart forTwo EV,49
2019,FL,Subaru Crosstrek Hybrid,1
2019,FL,Tesla Model 3,55
2019,FL,Tesla Model S,52
2019,FL,Tesla Model X,49
2019,FL,Tesla Roadster,23
2019,FL,Toyota Prius Plug-in,47
2019,FL,Toyota Prius Prime,42
2019,FL,Toyota RAV4 EV,6
2019,FL,Volkswagen e-Golf,27
2019,FL,Volvo S90 Plug In,14
2019,FL,Volvo XC60 Plug In,29
2019,FL,Volvo XC90 Plug In,30
2019,FL,Wheego Life,1
2019,ME,AUDI A3,10
2019,ME,AUDI E-TRON,3
2019,ME,BMW 530E,7
2019,ME,BMW I3,22
2019,ME,BMW I8,5
2019,ME,BMW X5,16
2019,ME,CADILLAC ELR,2
2019,ME,CHEVROLET BOLT EV,162
2019,ME,CHEVROLET SPARK,3
2019,ME,CHEVROLET VOLT,283
2019,ME,CHRYSLER PACIFICA,28
2019,ME,FIAT 500,5
2019,ME,FORD C-MAX,183
2019,ME,FORD FOCUS,11
2019,ME,FORD FUSION,176
2019,ME,GEM GEM,16
2019,ME,HONDA ACCORD,1
2019,ME,HONDA CLARITY,67
2019,ME,HYUNDAI IONIQ,34
2019,ME,HYUNDAI KONA,38
2019,ME,HYUNDAI SONATA,3
2019,ME,JAGUAR I-PACE,3
2019,ME,KIA NIRO,21
2019,ME,KIA OPTIMA,3
2019,ME,KIA SOUL,4
2019,ME,KIA SOUL EV,4
2019,ME,MERCEDES-BENZ B-CLASS,1
2019,ME,MINI COUNTRYMAN,6
2019,ME,MITSUBISHI I-MIEV,5
2019,ME,MITSUBISHI OUTLANDER,8
2019,ME,NISSAN LEAF,175
2019,ME,POLARIS ASPHALT,1
2019,ME,POLARIS GEM,8
2019,ME,PORSCHE CAYENNE,1
2019,ME,PORSCHE PANAMERA,1
2019,ME,SMART EQ FORTWO,3
2019,ME,SMART FORTWO,5
2019,ME,SMART FORTWO ELECTRIC DRIVE,6
2019,ME,SUBARU CROSSTREK,27
2019,ME,TESLA MODEL 3,162
2019,ME,TESLA MODEL S,68
2019,ME,TESLA MODEL X,31
2019,ME,TOYOTA PRIUS PLUG-IN,163
2019,ME,TOYOTA PRIUS PRIME,259
2019,ME,VOLKSWAGEN E-GOLF,26
2019,ME,VOLVO S90,1
2019,ME,VOLVO XC60,7
2019,ME,VOLVO XC90,10
2019,MN,AUDI A3,17
2019,MN,AUDI E-TRON,3
2019,MN,BMW 330E,5
2019,MN,BMW 530E,19
2019,MN,BMW 740E,1
2019,MN,BMW I3,49
2019,MN,BMW I8,6
2019,MN,BMW X5,24
2019,MN,CADILLAC ELR,5
2019,MN,CHEVROLET BOLT EV,126
2019,MN,CHEVROLET SPARK,8
2019,MN,CHEVROLET VOLT,476
2019,MN,CHRYSLER PACIFICA,84
2019,MN,FIAT 500,16
2019,MN,FORD C-MAX,158
2019,MN,FORD FOCUS,14
2019,MN,FORD FUSION,149
2019,MN,GEM GEM,19
2019,MN,HONDA ACCORD,1
2019,MN,HONDA CLARITY,47
2019,MN,HYUNDAI IONIQ,2
2019,MN,HYUNDAI KONA,1
2019,MN,HYUNDAI SONATA,5
2019,MN,JAGUAR I-PACE,6
2019,MN,KIA NIRO,16
2019,MN,KIA OPTIMA,3
2019,MN,KIA SOUL EV,1
2019,MN,LION LIONC (V1),1
2019,MN,MERCEDES-BENZ B-CLASS,2
2019,MN,MERCEDES-BENZ GLC-CLASS,10
2019,MN,MERCEDES-BENZ GLE-CLASS,1
2019,MN,MINI COUNTRYMAN,7
2019,MN,MITSUBISHI I-MIEV,6
2019,MN,MITSUBISHI OUTLANDER,73
2019,MN,NISSAN LEAF,298
2019,MN,POLARIS GEM,8
2019,MN,PORSCHE CAYENNE,9
2019,MN,PORSCHE PANAMERA,8
2019,MN,SMART EQ FORTWO,1
2019,MN,SMART FORTWO ELECTRIC DRIVE,6
2019,MN,TESLA MODEL 3,327
2019,MN,TESLA MODEL S,253
2019,MN,TESLA MODEL X,144
2019,MN,TESLA ROADSTER,2
2019,MN,TOYOTA PRIUS PLUG-IN,42
2019,MN,TOYOTA PRIUS PRIME,95
2019,MN,TOYOTA RAV4,2
2019,MN,VOLKSWAGEN E-GOLF,20
2019,MN,VOLVO S90,2
2019,MN,VOLVO XC60,18
2019,MN,VOLVO XC90,33
2019,MN,WHEEGO ELECTRIC CARS WHEEGO,1
2019,MT,AUDI A3,4
2019,MT,AUDI E-TRON,3
2019,MT,BMW 330E,1
2019,MT,BMW 530E,1
2019,MT,BMW I3,1
2019,MT,BMW I8,6
2019,MT,BMW X5,4
2019,MT,CADILLAC ELR,1
2019,MT,CHEVROLET BOLT EV,9
2019,MT,CHEVROLET SPARK,2
2019,MT,CHEVROLET VOLT,28
2019,MT,CHRYSLER PACIFICA,6
2019,MT,FISKER KARMA,4
2019,MT,FORD C-MAX,10
2019,MT,FORD FOCUS,3
2019,MT,FORD FUSION,12
2019,MT,FORD RANGER,1
2019,MT,HONDA CLARITY,1
2019,MT,HYUNDAI IONIQ,1
2019,MT,JAGUAR I-PACE,1
2019,MT,KIA NIRO,2
2019,MT,KIA SOUL,1
2019,MT,MCLAREN P1,4
2019,MT,MERCEDES-BENZ GLE-CLASS,1
2019,MT,MITSUBISHI OUTLANDER,1
2019,MT,NISSAN LEAF,11
2019,MT,POLARIS GEM,1
2019,MT,PORSCHE 918,6
2019,MT,PORSCHE CAYENNE,2
2019,MT,PORSCHE PANAMERA,2
2019,MT,PROTERRA TRANSIT BUS,2
2019,MT,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,1
2019,MT,TESLA MODEL 3,27
2019,MT,TESLA MODEL S,28
2019,MT,TESLA MODEL X,26
2019,MT,TESLA ROADSTER,1
2019,MT,TOYOTA PRIUS PLUG-IN,2
2019,MT,TOYOTA PRIUS PRIME,15
2019,MT,VOLKSWAGEN E-GOLF,1
2019,MT,VOLVO XC90,2
2019,NJ,AUDI A3,114
2019,NJ,AUDI E-TRON,127
2019,NJ,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,6
2019,NJ,BMW 330E,117
2019,NJ,BMW 530E,473
2019,NJ,BMW 740E,96
2019,NJ,BMW 745E,2
2019,NJ,BMW I3,525
2019,NJ,BMW I8,294
2019,NJ,BMW X5,476
2019,NJ,CADILLAC CT6,16
2019,NJ,CADILLAC ELR,69
2019,NJ,CHEVROLET BOLT EV,598
2019,NJ,CHEVROLET IMPALA,2
2019,NJ,CHEVROLET SPARK,38
2019,NJ,CHEVROLET VOLT,827
2019,NJ,CHRYSLER PACIFICA,313
2019,NJ,FIAT 500,61
2019,NJ,FISKER KARMA,39
2019,NJ,FORD C-MAX,578
2019,NJ,FORD FOCUS,92
2019,NJ,FORD FUSION,801
2019,NJ,GEM GEM,186
2019,NJ,HONDA ACCORD,23
2019,NJ,HONDA CLARITY,658
2019,NJ,HONDA FIT,30
2019,NJ,HYUNDAI IONIQ,194
2019,NJ,HYUNDAI KONA,158
2019,NJ,HYUNDAI SONATA,77
2019,NJ,JAGUAR I-PACE,99
2019,NJ,KARMA REVERO,6
2019,NJ,KIA NIRO,84
2019,NJ,KIA OPTIMA,99
2019,NJ,KIA SOUL,67
2019,NJ,KIA SOUL EV,109
2019,NJ,LAND ROVER RANGE ROVER,3
2019,NJ,LAND ROVER RANGE ROVER SPORT,1
2019,NJ,MCLAREN P1,4
2019,NJ,MERCEDES-BENZ B-CLASS,37
2019,NJ,MERCEDES-BENZ C-CLASS,7
2019,NJ,MERCEDES-BENZ GLC-CLASS,203
2019,NJ,MERCEDES-BENZ GLE-CLASS,68
2019,NJ,MERCEDES-BENZ S-CLASS,7
2019,NJ,MILES ZX50S AD,2
2019,NJ,MINI COUNTRYMAN,109
2019,NJ,MINI HARDTOP,1
2019,NJ,MITSUBISHI I-MIEV,42
2019,NJ,MITSUBISHI OUTLANDER,162
2019,NJ,NISSAN LEAF,598
2019,NJ,POLARIS ASPHALT,2
2019,NJ,POLARIS GEM,150
2019,NJ,PORSCHE 918,8
2019,NJ,PORSCHE CAYENNE,259
2019,NJ,PORSCHE PANAMERA,179
2019,NJ,PROTERRA TRANSIT BUS,2
2019,NJ,SMART EQ FORTWO,96
2019,NJ,SMART FORTWO,40
2019,NJ,SMART FORTWO ELECTRIC DRIVE,87
2019,NJ,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,2
2019,NJ,SUBARU CROSSTREK,91
2019,NJ,TESLA MODEL 3,1069
2019,NJ,TESLA MODEL S,988
2019,NJ,TESLA MODEL X,873
2019,NJ,TESLA ROADSTER,38
2019,NJ,TH!NK CITY,1
2019,NJ,TIANJIN QINGYUAN ELECTRIC VEHICLE CO MILES ZX40ST,2
2019,NJ,TOYOTA PRIUS PLUG-IN,662
2019,NJ,TOYOTA PRIUS PRIME,882
2019,NJ,TOYOTA RAV4,7
2019,NJ,VOLKSWAGEN E-GOLF,162
2019,NJ,VOLVO S60,12
2019,NJ,VOLVO S90,38
2019,NJ,VOLVO XC60,121
2019,NJ,VOLVO XC90,249
2019,NM,AUDI A3,3
2019,NM,AUDI E-TRON,4
2019,NM,BMW 530E,2
2019,NM,BMW I3,19
2019,NM,BMW X5,7
2019,NM,CADILLAC ELR,2
2019,NM,CHEVROLET BOLT EV,66
2019,NM,CHEVROLET SPARK,4
2019,NM,CHEVROLET VOLT,70
2019,NM,CHRYSLER PACIFICA,18
2019,NM,FIAT 500,1
2019,NM,FORD C-MAX,9
2019,NM,FORD FUSION,29
2019,NM,GEM GEM,2
2019,NM,HONDA CLARITY,20
2019,NM,HYUNDAI IONIQ,1
2019,NM,HYUNDAI KONA,1
2019,NM,HYUNDAI SONATA,1
2019,NM,JAGUAR I-PACE,3
2019,NM,KIA NIRO,8
2019,NM,KIA SOUL,2
2019,NM,LAND ROVER RANGE ROVER,1
2019,NM,MERCEDES-BENZ GLC-CLASS,2
2019,NM,MERCEDES-BENZ GLE-CLASS,1
2019,NM,MINI COUNTRYMAN,1
2019,NM,MITSUBISHI OUTLANDER,7
2019,NM,NISSAN LEAF,57
2019,NM,POLARIS GEM,1
2019,NM,PORSCHE CAYENNE,5
2019,NM,PORSCHE PANAMERA,2
2019,NM,SMART FORTWO,1
2019,NM,SMART FORTWO ELECTRIC DRIVE,2
2019,NM,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,1
2019,NM,SUBARU CROSSTREK,1
2019,NM,TESLA MODEL 3,139
2019,NM,TESLA MODEL S,43
2019,NM,TESLA MODEL X,23
2019,NM,TOYOTA PRIUS PLUG-IN,11
2019,NM,TOYOTA PRIUS PRIME,49
2019,NM,VOLKSWAGEN E-GOLF,8
2019,NM,VOLVO S90,1
2019,NM,VOLVO XC60,4
2019,NM,VOLVO XC90,2
2019,NY,AUDI A3,77
2019,NY,AUDI E-TRON,157
2019,NY,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,2
2019,NY,BLUE BIRD BB CONVENTIONAL,1
2019,NY,BMW 330E,52
2019,NY,BMW 530E,747
2019,NY,BMW 740E,75
2019,NY,BMW 745E,16
2019,NY,BMW I3,527
2019,NY,BMW I8,360
2019,NY,BMW X5,598
2019,NY,CADILLAC CT6,5
2019,NY,CADILLAC ELR,68
2019,NY,CHEVROLET BOLT EV,1030
2019,NY,CHEVROLET BOLT INCOMPLETE,1
2019,NY,CHEVROLET SPARK,21
2019,NY,CHEVROLET VOLT,2155
2019,NY,CHRYSLER PACIFICA,333
2019,NY,CODA CODA,1
2019,NY,FIAT 500,55
2019,NY,FISKER KARMA,14
2019,NY,FORD C-MAX,828
2019,NY,FORD FOCUS,41
2019,NY,FORD FUSION,1915
2019,NY,GEM GEM,221
2019,NY,HONDA ACCORD,25
2019,NY,HONDA CLARITY,1168
2019,NY,HONDA FIT,6
2019,NY,HYUNDAI IONIQ,569
2019,NY,HYUNDAI KONA,267
2019,NY,HYUNDAI SONATA,64
2019,NY,JAGUAR I-PACE,86
2019,NY,KARMA REVERO,22
2019,NY,KIA NIRO,268
2019,NY,KIA OPTIMA,166
2019,NY,KIA SOUL,32
2019,NY,KIA SOUL EV,271
2019,NY,LAND ROVER RANGE ROVER,8
2019,NY,LAND ROVER RANGE ROVER SPORT,2
2019,NY,LION LIONC (V1),1
2019,NY,MCLAREN P1,1
2019,NY,MERCEDES-BENZ B-CLASS,14
2019,NY,MERCEDES-BENZ C-CLASS,1
2019,NY,MERCEDES-BENZ GLC-CLASS,364
2019,NY,MERCEDES-BENZ GLE-CLASS,31
2019,NY,MERCEDES-BENZ S-CLASS,4
2019,NY,MINI COUNTRYMAN,117
2019,NY,MITSUBISHI FUSO FEC7US / ECANTER,5
2019,NY,MITSUBISHI I-MIEV,25
2019,NY,MITSUBISHI OUTLANDER,412
2019,NY,NEW FLYER XCELSIOR,4
2019,NY,NISSAN LEAF,982
2019,NY,ORANGE EV LLC T-SERIES PURE ELECTRIC TERMINAL TRUCK,1
2019,NY,POLARIS ASPHALT,3
2019,NY,POLARIS GEM,60
2019,NY,PORSCHE 918,10
2019,NY,PORSCHE CAYENNE,245
2019,NY,PORSCHE PANAMERA,87
2019,NY,PORSCHE TAYCAN,2
2019,NY,PROTERRA TRANSIT BUS,3
2019,NY,SMART EQ FORTWO,99
2019,NY,SMART FORTWO,38
2019,NY,SMART FORTWO ELECTRIC DRIVE,73
2019,NY,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,3
2019,NY,SUBARU CROSSTREK,313
2019,NY,TESLA MODEL 3,3625
2019,NY,TESLA MODEL S,2145
2019,NY,TESLA MODEL X,1552
2019,NY,TESLA ROADSTER,16
2019,NY,TH!NK CITY,1
2019,NY,TIANJIN QINGYUAN ELECTRIC VEHICLE CO MILES ZX40ST,1
2019,NY,TOYOTA PRIUS PLUG-IN,1106
2019,NY,TOYOTA PRIUS PRIME,3362
2019,NY,TOYOTA RAV4,11
2019,NY,VOLKSWAGEN E-GOLF,157
2019,NY,VOLVO S60,8
2019,NY,VOLVO S90,20
2019,NY,VOLVO V60,3
2019,NY,VOLVO XC60,119
2019,NY,VOLVO XC90,185
2019,NY,WORKHORSE E-GEN PLUG IN HYBRID,4
2019,OR,AUDI A3,9
2019,OR,AUDI E-TRON,30
2019,OR,BMW 330E,2
2019,OR,BMW 530E,14
2019,OR,BMW I3,31
2019,OR,BMW I8,8
2019,OR,BMW X5,8
2019,OR,CADILLAC ELR,1
2019,OR,CHEVROLET BOLT EV,279
2019,OR,CHEVROLET SPARK,25
2019,OR,CHEVROLET VOLT,123
2019,OR,CHRYSLER PACIFICA,87
2019,OR,FIAT 500,22
2019,OR,FISKER KARMA,1
2019,OR,FORD C-MAX,27
2019,OR,FORD FOCUS,2
2019,OR,FORD FUSION,38
2019,OR,FORD RANGER,1
2019,OR,GEM GEM,13
2019,OR,HONDA CLARITY,105
2019,OR,HONDA FIT,5
2019,OR,HYUNDAI IONIQ,66
2019,OR,HYUNDAI KONA,67
2019,OR,HYUNDAI SONATA,8
2019,OR,JAGUAR I-PACE,21
2019,OR,KIA NIRO,105
2019,OR,KIA OPTIMA,3
2019,OR,KIA SOUL,4
2019,OR,KIA SOUL EV,3
2019,OR,MERCEDES-BENZ B-CLASS,7
2019,OR,MERCEDES-BENZ C-CLASS,1
2019,OR,MERCEDES-BENZ GLC-CLASS,23
2019,OR,MERCEDES-BENZ GLE-CLASS,1
2019,OR,MILES ZX50S AD,2
2019,OR,MINI COUNTRYMAN,5
2019,OR,MITSUBISHI I-MIEV,1
2019,OR,MITSUBISHI OUTLANDER,33
2019,OR,NEW FLYER XCELSIOR,3
2019,OR,NISSAN LEAF,247
2019,OR,POLARIS ASPHALT,1
2019,OR,POLARIS GEM,3
2019,OR,PORSCHE CAYENNE,5
2019,OR,PORSCHE PANAMERA,5
2019,OR,PROTERRA TRANSIT BUS,1
2019,OR,SMART EQ FORTWO,10
2019,OR,SMART FORTWO,2
2019,OR,SMART FORTWO ELECTRIC DRIVE,10
2019,OR,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,1
2019,OR,SUBARU CROSSTREK,97
2019,OR,TESLA MODEL 3,724
2019,OR,TESLA MODEL S,109
2019,OR,TESLA MODEL X,140
2019,OR,TESLA ROADSTER,2
2019,OR,TH!NK CITY,4
2019,OR,TOYOTA PRIUS PLUG-IN,11
2019,OR,TOYOTA PRIUS PRIME,249
2019,OR,TOYOTA RAV4,2
2019,OR,VOLKSWAGEN E-GOLF,97
2019,OR,VOLVO S60,1
2019,OR,VOLVO S90,1
2019,OR,VOLVO XC60,25
2019,OR,VOLVO XC90,13
2019,TN,AUDI A3,47
2019,TN,AUDI E-TRON,17
2019,TN,AZURE DYNAMICS TRANSIT CONNECT ELECTRIC,8
2019,TN,BMW 330E,48
2019,TN,BMW 530E,48
2019,TN,BMW 740E,16
2019,TN,BMW I3,130
2019,TN,BMW I8,74
2019,TN,BMW X5,68
2019,TN,BYD ELECTRIC BUS,2
2019,TN,CADILLAC CT6,13
2019,TN,CADILLAC ELR,79
2019,TN,CHEVROLET BOLT EV,149
2019,TN,CHEVROLET SPARK,27
2019,TN,CHEVROLET VOLT,314
2019,TN,CHRYSLER PACIFICA,160
2019,TN,FIAT 500,51
2019,TN,FISKER KARMA,21
2019,TN,FORD C-MAX,182
2019,TN,FORD FOCUS,19
2019,TN,FORD FUSION,216
2019,TN,GEM GEM,8
2019,TN,HONDA ACCORD,16
2019,TN,HONDA CLARITY,110
2019,TN,HYUNDAI IONIQ,17
2019,TN,HYUNDAI KONA,6
2019,TN,HYUNDAI SONATA,26
2019,TN,JAGUAR I-PACE,28
2019,TN,KARMA REVERO,7
2019,TN,KIA NIRO,38
2019,TN,KIA OPTIMA,11
2019,TN,KIA SOUL,20
2019,TN,KIA SOUL EV,11
2019,TN,LAND ROVER RANGE ROVER SPORT,1
2019,TN,MERCEDES-BENZ B-CLASS,13
2019,TN,MERCEDES-BENZ C-CLASS,8
2019,TN,MERCEDES-BENZ GLC-CLASS,17
2019,TN,MERCEDES-BENZ GLE-CLASS,14
2019,TN,MERCEDES-BENZ S-CLASS,10
2019,TN,MINI COUNTRYMAN,40
2019,TN,MITSUBISHI I-MIEV,42
2019,TN,MITSUBISHI OUTLANDER,61
2019,TN,NISSAN LEAF,217
2019,TN,POLARIS GEM,3
2019,TN,PORSCHE 918,8
2019,TN,PORSCHE CAYENNE,55
2019,TN,PORSCHE PANAMERA,45
2019,TN,SMART EQ FORTWO,10
2019,TN,SMART FORTWO,19
2019,TN,SMART FORTWO ELECTRIC DRIVE,41
2019,TN,SUBARU CROSSTREK,2
2019,TN,TESLA MODEL 3,182
2019,TN,TESLA MODEL S,189
2019,TN,TESLA MODEL X,141
2019,TN,TESLA ROADSTER,12
2019,TN,TH!NK CITY,1
2019,TN,TOYOTA PRIUS PLUG-IN,144
2019,TN,TOYOTA PRIUS PRIME,163
2019,TN,TOYOTA RAV4,2
2019,TN,VOLKSWAGEN E-GOLF,22
2019,TN,VOLVO S60,2
2019,TN,VOLVO S90,11
2019,TN,VOLVO XC60,40
2019,TN,VOLVO XC90,51
2019,TX,TESLA MODEL 3,1744
2019,TX,TESLA MODEL Y,4
2019,VA,AUDI A3,27
2019,VA,AUDI E-TRON,40
2019,VA,BMW 330E,49
2019,VA,BMW 530E,67
2019,VA,BMW 740E,11
2019,VA,BMW I3,128
2019,VA,BMW I8,39
2019,VA,BMW X5,89
2019,VA,CADILLAC CT6,1
2019,VA,CADILLAC ELR,19
2019,VA,CHEVROLET BOLT EV,165
2019,VA,CHEVROLET SPARK,19
2019,VA,CHEVROLET VOLT,345
2019,VA,CHRYSLER PACIFICA,138
2019,VA,FIAT 500,26
2019,VA,FISKER KARMA,6
2019,VA,FORD C-MAX,187
2019,VA,FORD FOCUS,24
2019,VA,FORD FUSION,240
2019,VA,FORD RANGER,1
2019,VA,GEM GEM,30
2019,VA,HONDA ACCORD,8
2019,VA,HONDA CLARITY,134
2019,VA,HYUNDAI IONIQ,44
2019,VA,HYUNDAI KONA,34
2019,VA,HYUNDAI SONATA,17
2019,VA,JAGUAR I-PACE,24
2019,VA,KARMA REVERO,1
2019,VA,KIA NIRO,72
2019,VA,KIA OPTIMA,13
2019,VA,KIA SOUL,15
2019,VA,KIA SOUL EV,3
2019,VA,LAND ROVER RANGE ROVER,1
2019,VA,LAND ROVER RANGE ROVER SPORT,3
2019,VA,MERCEDES-BENZ B-CLASS,18
2019,VA,MERCEDES-BENZ C-CLASS,4
2019,VA,MERCEDES-BENZ GLC-CLASS,34
2019,VA,MERCEDES-BENZ GLE-CLASS,12
2019,VA,MERCEDES-BENZ S-CLASS,3
2019,VA,MILES ZX50S AD,1
